Ñâå Çä×Ñêâ,ÇÓå Çä×Ñêâ ÙÑÈê,ÇÊÌÇç Çä×Ñêâ ÙÑÈê,ÇÊÌÇç Çä×Ñêâ ÇæÌäêÒê,ÇäÊÕæêá ÇäçæÏÓê ää×Ñêâ ÙÑÈê,ÇäÊÕæêá ÇäçæÏÓê ää×Ñêâ ÇæÌäêÒê,åäãêÉ Çä×Ñêâ ÙÑÈê,åäãêÉ Çä×Ñêâ ÇæÌäêÒê,ÇäÊÕæêá ÇäèØêáê ää×Ñêâ ÙÑÈê,ÇäÊÕæêá ÇäèØêáê ää×Ñêâ ÇæÌäêÒê,ÍÇäÉ Çä×Ñêâ ÙÑÈê,ÍÇäÉ Çä×Ñêâ ÇæÌäêÒê,Çä×èä ÇäçæÏÓê Çä×Ñêâ,Çäåæ×âÉ
9032,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,10.88905806,ÇäÌèá
9058,èÕäÉ ×Ñêâ ÇäãÙêÈÑ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,12.12699061,ÇäÌèá
9820,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,16.00022378,ÇäÌèá
9060,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.392569018,ÇäÌèá
9060,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.60868193,ÇäÌèá
9060,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.560417104,ÇäÌèá
9060,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.345061378,ÇäÌèá
9210,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.119338695,ÇäÌèá
9210,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.29807886,ÇäÌèá
9053,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.143033657,ÇäÌèá
9075,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.110676517,ÇäÌèá
9211,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.638299005,ÇäÌèá
9211,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.316762366,ÇäÌèá
9211,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.331028438,ÇäÌèá
9211,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.667553845,ÇäÌèá
9211,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.325683433,ÇäÌèá
9211,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.273200159,ÇäÌèá
9060,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.492470388,ÇäÌèá
9060,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.573029357,ÇäÌèá
9060,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.567035488,ÇäÌèá
9060,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.564675637,ÇäÌèá
9210,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.090358907,ÇäÌèá
9750,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.057088781,ÇäÌèá
9029,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,2.628866159,ÇäÌèá
9065,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,2.923715834,ÇäÌèá
9069,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,3.649833897,ÇäÌèá
9117,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,3.37434398,ÇäÌèá
9126,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,3.0358288,ÇäÌèá
9148,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.526292867,ÇäÌèá
9148,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.194861256,ÇäÌèá
9199,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,3.794988858,ÇäÌèá
9204,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,2.854113547,ÇäÌèá
9770,×Ñêâ ÇäÙâêäç,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.259305394,ÇäÌèá
9031,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,2.115439404,ÇäÌèá
9059,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.193009286,ÇäÌèá
9074,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,2.763165486,ÇäÌèá
9160,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,2.942883213,ÇäÌèá
9162,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,2.795856376,ÇäÌèá
9163,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.66726518,ÇäÌèá
9164,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.89878374,ÇäÌèá
9165,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.983170026,ÇäÌèá
9166,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.253901658,ÇäÌèá
9150,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.136852898,ÇäÌèá
9173,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,2.607277988,ÇäÌèá
9173,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,3.331026629,ÇäÌèá
9175,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,2.471578245,ÇäÌèá
9176,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,2.673831393,ÇäÌèá
9178,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.740290091,ÇäÌèá
9177,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,2.787788634,ÇäÌèá
9191,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,2.71269907,ÇäÌèá
9192,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.477633379,ÇäÌèá
9026,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.421994234,ÇäÌèá
9048,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.481085446,ÇäÌèá
9111,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.197920167,ÇäÌèá
9112,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.506182359,ÇäÌèá
9119,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.037056715,ÇäÌèá
9120,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.807765833,ÇäÌèá
9185,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.533345732,ÇäÌèá
9121,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.725504293,ÇäÌèá
9122,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.652720021,ÇäÌèá
9145,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.123765625,ÇäÌèá
9158,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.577298425,ÇäÌèá
9159,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.908712221,ÇäÌèá
9170,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.703726858,ÇäÌèá
9207,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.748215875,ÇäÌèá
9566,×Ñêâ ÇäåÚÊÈêç,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.39090547,ÇäÌèá
9060,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.654565469,ÇäÌèá
9060,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.08845851,ÇäÌèá
9060,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.686425465,ÇäÌèá
9005,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.089650101,ÇäÌèá
9030,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.122355596,ÇäÌèá
9030,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.740434329,ÇäÌèá
9005,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.770542665,ÇäÌèá
9030,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.360085864,ÇäÌèá
9005,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.359964822,ÇäÌèá
9002,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.108816629,ÇäÌèá
9155,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.653725359,ÇäÌèá
9155,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.492718443,ÇäÌèá
9155,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.268429742,ÇäÌèá
9008,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.114599829,ÇäÌèá
9750,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.133758283,ÇäÌèá
9003,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.890178449,ÇäÌèá
9012,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.429496784,ÇäÌèá
9001,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.921108221,ÇäÌèá
9001,-999,åÎÑÌ,Ramp,åÎÑÌ Çè ÏèÇÑ,Exit or Roundabout,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,0.309505213,ÇäÌèá
9023,×Ñêâ ÇäÍÕÇç,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,8.428323496,ÇäÌèá
9035,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,7.099172916,ÇäÌèá
9041,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,4.137385717,ÇäÌèá
9051,-999,ÑÆêÓê,Main,åÒÏèÌ,Double,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,13.69423807,ÇäÌèá
9062,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,5.564112753,ÇäÌèá
9063,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,5.912872272,ÇäÌèá
9066,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,4.515764173,ÇäÌèá
9079,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,6.022229104,ÇäÌèá
9080,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,5.152801627,ÇäÌèá
9187,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,7.019363614,ÇäÌèá
9188,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,3.513911544,ÇäÌèá
9208,åÊáÑÙ åæ ×Ñêâ ÇäÎèÙÇÁ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,37.31609795,ÇäÌèá
9115,èÕäÉ ÇÌÑÈÉ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,8.325908517,ÇäÌèá
9083,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,8.299960195,ÇäÌèá
9590,èÕäÉ åÓêÌ åÙêäÉ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,11.58484785,ÇäÍÏèÏ ÇäÔåÇäêÉ
9661,×Ñêâ ÇäÔèêÍ×êç,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,10.75813309,ÇäÌèá
9128,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,10.71759713,ÇäÌèá
9190,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,7.476857772,ÇäÌèá
9184,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,4.858818217,ÇäÌèá
9033,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,7.123106407,ÇäÌèá
9037,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,7.168470487,ÇäÌèá
9084,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,5.144922433,ÇäÌèá
9086,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,2.731320602,ÇäÌèá
9144,çÏêÈ / çÏÈÇæ,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,6.434540845,ÇäÌèá
9154,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,6.378079007,ÇäÌèá
9202,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,5.792748479,ÇäÌèá
9203,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,1.206638521,ÇäÌèá
9027,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,2.356218773,ÇäÌèá
9039,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,4.130617185,ÇäÌèá
9047,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,4.159207526,ÇäÌèá
9168,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,3.22923112,ÇäÌèá
9169,-999,ÑÆêÓê,Main,åáÑÏ,Single,èÒÇÑÉ Çäæâä,MOT,áÑÙê,Collector,ÊÍÊ ÇäÕêÇæÉ,Under Maintenance,4.017085776,ÇäÌèá
